time(ms),voltage_0,voltage_1
0.0,0.0,0.0
2.08,0.0,0.0
4.16,0.0,0.0
6.2400002,0.0,0.0
8.32,0.0,0.0
10.400001,0.0,0.0
12.4800005,0.0,0.0
14.559999,0.0,0.0
16.64,0.0,0.0
18.720001,0.0,0.0
20.800001,0.0,0.0
22.88,0.0,0.0
24.960001,0.0,0.0
27.039999,0.0,0.0
29.119999,0.0,0.0
31.2,0.0,0.0
33.28,0.0,0.0
35.36,0.0,0.0
37.440002,0.0,0.0
39.52,0.0,0.0
41.600002,0.0,0.0
43.680004,0.0,0.0
45.76,0.0,0.0
47.84,0.0,0.0
49.920002,0.0,0.0
52.000004,0.0,0.0
54.079998,0.0,0.0
56.159996,0.0,0.0
58.239998,0.0,0.0
60.320004,0.0,0.0
62.4,0.0,0.0
64.48,0.0,1.0180664
66.56,0.0390625,1.9750977
68.64001,0.06225586,2.6574707
70.72,0.0793457,3.1640625
72.799995,0.09765625,3.515625
74.880005,0.10131836,3.7731934
76.96,0.10131836,3.988037
79.04,0.1184082,4.123535
81.12,0.12084961,4.2419434
83.200005,0.1184082,4.3359375
85.28,0.1171875,4.3945312
87.36001,0.12084961,4.4348145
89.44,0.119628906,4.4763184
91.52,0.12084961,4.5129395
93.600006,0.13671875,4.53125
95.68,0.13671875,4.5532227
97.76,0.14038086,4.571533
99.840004,0.12084961,4.5910645
101.92,0.13671875,4.5898438
104.00001,0.13671875,4.592285
106.079994,0.14038086,4.613037
108.159996,0.13793945,4.609375
110.240005,0.13916016,4.6325684
112.31999,0.12084961,4.630127
114.40001,0.13916016,4.6325684
116.479996,0.13793945,4.6289062
118.560005,0.13916016,4.630127
120.64001,0.13793945,4.6313477
122.71999,0.14038086,4.6325684
124.8,0.13793945,4.6313477
126.880005,0.14038086,4.649658
128.96,0.13793945,4.650879
131.04001,0.13793945,4.650879
133.12,0.13671875,4.650879
135.2,0.13793945,4.650879
137.28001,0.13671875,4.6484375
139.36,0.13671875,4.6484375
141.44,0.13671875,4.650879
143.52,0.13793945,4.650879
145.59999,0.13671875,4.650879
147.68,0.14038086,4.6520996
149.76001,0.13671875,4.6484375
151.84001,0.13916016,4.649658
153.92,0.13793945,4.6484375
156.0,0.13916016,4.6520996
158.08,0.13671875,4.6484375
160.15999,0.13916016,4.649658
162.24,0.13793945,4.6484375
