time(ms),voltage_0,voltage_1
0.0,0.0,0.01953125
1.04,0.0024414062,0.020751953
2.08,0.0,0.01953125
3.1200001,0.0024414062,0.020751953
4.16,0.0,0.01953125
5.2000003,0.0,0.01953125
6.2400002,0.0,0.01953125
7.2799997,0.0,0.01953125
8.32,0.0,0.0024414062
9.360001,0.0036621094,0.0012207031
10.400001,0.0,0.0024414062
11.44,0.0036621094,0.0012207031
12.4800005,0.0,0.0024414062
13.5199995,0.0036621094,0.5871582
14.559999,0.0,1.2109375
15.6,0.0,1.71875
16.64,0.021972656,2.130127
17.68,0.2368164,2.4230957
18.720001,0.41259766,2.598877
19.76,0.5493164,2.7355957
20.800001,0.6286621,2.816162
21.840002,0.7043457,2.8710938
22.88,0.7434082,2.8930664
23.92,0.76538086,2.9333496
24.960001,0.7849121,2.9504395
26.000002,0.80078125,2.9492188
27.039999,0.8215332,2.9711914
28.079998,0.8215332,2.96875
29.119999,0.83984375,2.9882812
30.160002,0.83984375,2.9907227
31.2,0.84106445,2.9882812
32.24,0.84228516,2.9919434
33.28,0.84350586,2.9919434
34.320004,0.84350586,3.0114746
35.36,0.859375,3.0078125
36.399998,0.83984375,3.010254
37.440002,0.859375,3.0078125
38.48,0.859375,3.0078125
39.52,0.859375,2.9907227
40.56,0.8630371,3.0090332
41.600002,0.8605957,3.010254
42.64,0.8605957,3.010254
43.680004,0.8605957,3.010254
44.72,0.8605957,3.0078125
45.76,0.8605957,3.010254
46.800003,0.8605957,3.0078125
47.84,0.8618164,3.0114746
48.88,0.8605957,3.0078125
49.920002,0.8605957,3.010254
50.96,0.8605957,3.010254
52.000004,0.8618164,3.0090332
53.039997,0.8618164,3.0090332
54.079998,0.8618164,3.0114746
55.120003,0.8605957,3.0078125
56.159996,0.8618164,3.0090332
57.200005,0.8618164,3.0090332
58.239998,0.8618164,3.0090332
59.280003,0.8618164,3.0090332
60.320004,0.8618164,3.0114746
61.359997,0.8605957,3.0078125
62.4,0.8618164,3.0090332
63.440002,0.7055664,2.4621582
64.48,0.234375,2.0141602
65.520004,0.0036621094,1.7199707
66.56,0.0,1.4672852
67.6,0.0036621094,1.270752
68.64001,0.0,1.0961914
69.68,0.0012207031,0.9375
70.72,0.0,0.8203125
71.76,0.0,0.703125
72.799995,0.0,0.60791016
73.84,0.0036621094,0.52856445
74.880005,0.0,0.4711914
75.920006,0.0012207031,0.41015625
76.96,0.0,0.3515625
78.0,0.0024414062,0.3137207
79.04,0.0,0.2758789
80.079994,0.0012207031,0.234375
81.12,0.0,0.21728516
82.16,0.0012207031,0.17578125
83.200005,0.0,0.15625
84.24,0.0024414062,0.13793945
85.28,0.0,0.13671875
86.32,0.0,0.1171875
87.36001,0.0,0.09765625
88.4,0.0024414062,0.09887695
89.44,0.0,0.080566406
90.48,0.0012207031,0.078125
91.52,0.0,0.061035156
92.56,0.0036621094,0.059814453
93.600006,0.0,0.05859375
94.64001,0.0,0.0390625
95.68,0.0,0.041503906
96.72,0.0012207031,0.0390625
97.76,0.0,0.0390625
98.799995,0.0,0.01953125
99.840004,0.0,0.01953125
100.880005,0.0024414062,0.020751953
101.92,0.0,0.021972656
102.96,0.0012207031,0.01953125
104.00001,0.0,0.01953125
105.04,0.0,0.01953125
106.079994,0.0,0.01953125
107.12,0.0,0.01953125
108.159996,0.0,0.0024414062
109.2,0.0036621094,0.0012207031
110.240005,0.0,0.0
111.28,0.0024414062,0.0012207031
112.31999,0.0,0.0
113.36,0.0024414062,0.48950195
114.40001,0.0,1.1132812
115.44001,0.0024414062,1.6418457
116.479996,0.0012207031,2.072754
117.52,0.19897461,2.3864746
118.560005,0.3930664,2.5793457
119.6,0.52978516,2.7185059
120.64001,0.6262207,2.7954102
121.68001,0.68725586,2.8527832
122.71999,0.72631836,2.8918457
123.759995,0.76416016,2.9309082
124.8,0.7836914,2.9504395
125.84,0.80078125,2.9492188
126.880005,0.8203125,2.9711914
127.920006,0.8215332,2.96875
128.96,0.83984375,2.9882812
130.0,0.83984375,2.9882812
131.04001,0.84228516,2.9919434
132.08,0.84106445,2.9882812
133.12,0.84228516,2.989502
134.16,0.8618164,2.989502
135.2,0.84350586,2.9919434
136.24,0.8630371,3.0090332
137.28001,0.859375,3.0078125
138.31999,0.859375,3.0078125
139.36,0.8605957,3.0078125
140.40001,0.859375,3.0078125
141.44,0.859375,3.0078125
142.48001,0.859375,3.010254
143.52,0.8605957,3.0078125
144.56,0.859375,3.010254
145.59999,0.8605957,3.010254
146.64,0.8605957,3.010254
147.68,0.8605957,3.010254
148.72,0.8605957,3.0078125
149.76001,0.8618164,3.0090332
150.8,0.8618164,3.0090332
151.84001,0.8618164,3.0114746
152.88002,0.8605957,3.0078125
153.92,0.8618164,3.0114746
154.96,0.8605957,3.010254
