time(ms),voltage_0,voltage_1
0.0,0.0036621094,1.7199707
0.10399999,0.0,1.6992188
0.20799997,0.0024414062,1.6809082
0.31199998,0.0,1.6430664
0.41599995,0.0036621094,1.6223145
0.52,0.0,1.6015625
0.62399995,0.0,1.5625
0.7279999,0.0,1.6625977
0.8319999,0.0036621094,1.739502
0.936,0.0,1.796875
1.04,0.0,1.8554688
1.1439999,0.0012207031,1.8969727
1.2479999,0.02319336,1.9543457
1.352,0.040283203,1.9921875
1.4559999,0.061035156,2.052002
1.5600001,0.080566406,2.0935059
1.6639998,0.09887695,2.1313477
1.7679999,0.13671875,2.1704102
1.872,0.1574707,2.2070312
1.976,0.17944336,2.2302246
2.08,0.21850586,2.269287
2.184,0.2355957,2.307129
2.2879999,0.25512695,2.3461914
2.3919997,0.2758789,2.3669434
2.4959998,0.29418945,2.4047852
2.6,0.3161621,2.4230957
2.704,0.33203125,2.4438477
2.8079998,0.37109375,2.463379
2.9119997,0.37475586,2.503662
3.0159998,0.3930664,2.520752
3.1200001,0.41015625,2.541504
3.2239997,0.4321289,2.425537
3.3279996,0.33569336,2.364502
3.432,0.29418945,2.307129
3.5359998,0.25512695,2.2460938
3.6399999,0.21484375,2.2070312
3.744,0.17578125,2.1484375
3.8479996,0.14038086,2.1105957
3.952,0.119628906,2.0715332
4.0559998,0.100097656,2.034912
4.16,0.0793457,1.9921875
4.264,0.05859375,1.953125
4.368,0.021972656,1.9177246
4.4719996,0.020751953,1.8945312
4.5759997,0.0,1.8579102
4.68,0.0,1.8188477
4.7839994,0.0036621094,1.7980957
4.888,0.0,1.7602539
4.9919996,0.0036621094,1.739502
5.0959997,0.0,1.6992188
5.2,0.0024414062,1.6809082
5.304,0.0,1.6430664
5.408,0.0036621094,1.6223145
5.5119996,0.0,1.6015625
5.6159997,0.0,1.5625
5.72,0.0,1.6601562
5.8239994,0.0,1.7382812
5.9279995,0.0,1.796875
6.0319996,0.0,1.8359375
6.1359997,0.0012207031,1.8945312
6.2400002,0.021972656,1.9543457
6.3439994,0.0390625,1.9921875
6.4479995,0.061035156,2.0324707
6.552,0.080566406,2.0910645
6.655999,0.09765625,2.1313477
6.7599993,0.13671875,2.1679688
6.864,0.15625,2.1899414
6.968,0.17822266,2.2473145
7.0719995,0.21484375,2.265625
7.1759996,0.2355957,2.3046875
7.2799997,0.25390625,2.3266602
7.3839993,0.2758789,2.364502
7.488,0.29541016,2.3840332
7.592,0.3149414,2.425537
7.695999,0.33325195,2.4438477
7.7999997,0.3552246,2.4645996
7.904,0.37475586,2.503662
8.007999,0.3942871,2.520752
8.1119995,0.41015625,2.5390625
8.216,0.4321289,2.4450684
8.32,0.33569336,2.364502
8.424,0.29418945,2.307129
8.528,0.25756836,2.2668457
8.632,0.21606445,2.2070312
8.736,0.17822266,2.1716309
8.839999,0.15625,2.1118164
8.943999,0.12084961,2.0715332
9.048,0.09765625,2.0336914
9.151999,0.08178711,1.9934082
9.256,0.05859375,1.9726562
9.36,0.0390625,1.9360352
9.464,0.021972656,1.8981934
9.567999,0.0012207031,1.8554688
9.672,0.0,1.8359375
9.776,0.0,1.796875
9.879999,0.0,1.7773438
9.983999,0.0,1.7382812
10.087999,0.0,1.71875
10.191999,0.0,1.6796875
10.296,0.0,1.6625977
10.4,0.0012207031,1.6210938
10.503999,0.0,1.6040039
10.608,0.0012207031,1.5820312
10.712,0.0,1.5429688
10.816,0.0,1.71875
10.919999,0.0,1.796875
11.023999,0.0,1.8359375
11.127998,0.0,1.8945312
11.231999,0.021972656,1.9543457
11.336,0.0390625,1.9946289
11.44,0.059814453,2.03125
11.544,0.0793457,2.0898438
11.647999,0.09765625,2.1289062
11.752,0.13671875,2.1679688
11.855999,0.15625,2.1899414
11.959999,0.17822266,2.2302246
12.063999,0.19897461,2.269287
12.167999,0.234375,2.3046875
12.271999,0.25390625,2.3266602
12.375999,0.2758789,2.364502
12.4800005,0.29541016,2.3840332
12.583999,0.3149414,2.425537
12.687999,0.33325195,2.4414062
12.792,0.3552246,2.4645996
12.895999,0.37475586,2.5012207
13.0,0.3930664,2.520752
13.104,0.41015625,2.5390625
13.207998,0.4309082,2.5610352
13.311998,0.33325195,2.3657227
13.415999,0.29418945,2.307129
13.519999,0.25756836,2.2668457
13.624,0.21728516,2.208252
13.728,0.17822266,2.1716309
13.831999,0.15625,2.1289062
13.936,0.1171875,2.0703125
14.039999,0.09887695,2.0336914
14.143999,0.08178711,1.9934082
14.247999,0.05859375,1.9726562
14.351999,0.0390625,1.9360352
14.455999,0.020751953,1.8945312
14.559999,0.0024414062,1.8591309
14.6640005,0.0012207031,1.8359375
14.767999,0.0,1.796875
14.871999,0.0,1.7602539
14.976,0.0036621094,1.739502
15.079999,0.0,1.7016602
15.184,0.0036621094,1.6809082
15.288,0.0,1.6601562
15.391998,0.0,1.6210938
15.495998,0.0,1.6040039
