time(ms),voltage_0,voltage_1
0.0,0.4333496,1.1730957
0.025999999,0.4321289,1.1730957
0.051999997,0.41381836,1.1560059
0.078,0.41381836,1.1560059
0.103999995,0.3942871,1.1364746
0.13,0.3942871,1.1364746
0.156,0.37475586,1.1169434
0.18199998,0.37475586,1.114502
0.20799999,0.37109375,1.0961914
0.234,0.37475586,1.0949707
0.26,0.3540039,1.0754395
0.28599998,0.44921875,1.2109375
0.312,0.45288086,1.2316895
0.33799997,0.46875,1.2329102
0.36399996,0.4724121,1.2341309
0.39,0.49194336,1.2512207
0.41599998,0.49194336,1.2731934
0.44199997,0.5090332,1.2695312
0.468,0.52734375,1.2915039
0.494,0.52856445,1.3085938
0.52,0.53100586,1.3098145
0.546,0.5493164,1.3122559
0.57199997,0.5505371,1.3317871
0.598,0.56762695,1.328125
0.624,0.57006836,1.348877
0.65,0.5859375,1.3476562
0.67599994,0.5871582,1.3671875
0.70199996,0.5859375,1.3696289
0.7279999,0.60546875,1.3867188
0.75399995,0.60546875,1.3867188
0.78,0.52978516,1.2731934
0.80599993,0.5114746,1.2536621
0.83199996,0.49194336,1.2341309
0.858,0.49194336,1.2316895
0.88399994,0.4724121,1.2145996
0.90999997,0.4724121,1.2145996
0.936,0.45288086,1.2121582
0.96199995,0.44921875,1.1938477
0.988,0.44921875,1.1743164
1.0139999,0.4333496,1.1755371
1.04,0.41381836,1.1560059
1.066,0.41381836,1.1560059
1.092,0.41137695,1.1523438
1.1179999,0.390625,1.1352539
1.1439999,0.3918457,1.1157227
1.17,0.37475586,1.1169434
1.196,0.37353516,1.0974121
1.222,0.37475586,1.0949707
1.248,0.3552246,1.0949707
1.2739999,0.3125,1.1938477
1.3,0.44921875,1.2133789
1.3259999,0.45043945,1.2329102
1.3519999,0.4711914,1.2341309
1.3779999,0.49194336,1.2512207
1.4039999,0.49194336,1.270752
1.43,0.5078125,1.2695312
1.4559999,0.5114746,1.2731934
1.482,0.53100586,1.2902832
1.5079999,0.53100586,1.3098145
1.5339998,0.546875,1.3085938
1.56,0.5493164,1.3122559
1.586,0.5505371,1.3317871
1.6119999,0.56762695,1.3305664
1.638,0.57006836,1.3513184
1.6639999,0.5859375,1.3671875
1.6899998,0.5859375,1.3696289
1.716,0.60546875,1.3696289
1.7419999,0.60913086,1.3879395
1.7679999,0.60913086,1.2902832
1.7939999,0.52734375,1.2695312
1.8199999,0.5090332,1.2524414
1.8459998,0.48950195,1.2329102
1.872,0.48828125,1.2304688
1.8979999,0.46875,1.2109375
1.9239999,0.46875,1.2109375
1.9499999,0.44921875,1.1914062
1.976,0.44921875,1.1743164
2.0019999,0.4333496,1.1755371
2.0279999,0.4296875,1.171875
2.054,0.41015625,1.1547852
2.08,0.41137695,1.1523438
2.106,0.390625,1.1352539
2.132,0.3918457,1.1157227
2.1579998,0.3942871,1.114502
2.184,0.37353516,1.114502
2.2099998,0.37109375,1.09375
2.2359998,0.37109375,1.0961914
2.2619998,0.3527832,1.0571289
2.2879999,0.44921875,1.2109375
2.314,0.44921875,1.2109375
2.34,0.46875,1.2304688
2.366,0.4711914,1.2341309
2.392,0.48950195,1.25
2.418,0.49072266,1.2731934
2.444,0.5090332,1.2719727
2.4699998,0.53100586,1.2902832
2.496,0.52978516,1.3098145
2.5219998,0.52734375,1.3110352
2.5479999,0.5480957,1.3110352
2.574,0.5505371,1.3317871
2.6,0.56640625,1.3305664
2.626,0.57006836,1.3513184
2.6519997,0.5859375,1.3500977
2.678,0.5895996,1.3708496
2.7039998,0.5895996,1.3708496
2.7299998,0.60913086,1.3879395
2.7559998,0.60913086,1.3903809
2.7819998,0.53100586,1.270752
2.8079998,0.5090332,1.2524414
2.8339999,0.49194336,1.2341309
2.86,0.48828125,1.2304688
2.886,0.4711914,1.2145996
2.9119997,0.4699707,1.2109375
2.9379997,0.44921875,1.1938477
2.964,0.45043945,1.1938477
2.9899998,0.4309082,1.1743164
3.0159998,0.4309082,1.171875
3.042,0.4296875,1.1523438
3.0679996,0.41259766,1.1560059
3.0939999,0.41137695,1.1328125
3.12,0.3942871,1.1364746
3.1459997,0.3918457,1.1157227
3.172,0.37475586,1.114502
3.198,0.37353516,1.0949707
3.2239997,0.37231445,1.09375
3.2499998,0.3540039,1.0974121
3.276,0.37353516,1.1950684
3.3019998,0.45288086,1.2121582
3.3279998,0.46875,1.2304688
3.3539999,0.4711914,1.2341309
3.3799996,0.48828125,1.2524414
3.406,0.48950195,1.2695312
3.432,0.49194336,1.270752
3.4579997,0.5102539,1.2731934
3.4839997,0.52734375,1.2915039
3.51,0.52856445,1.3085938
3.5359998,0.546875,1.3085938
3.5619998,0.5493164,1.3122559
3.5879998,0.5505371,1.3293457
3.6139996,0.56884766,1.3317871
3.6399999,0.57006836,1.3513184
3.666,0.5895996,1.3708496
3.6919997,0.5895996,1.3708496
3.718,0.60668945,1.3891602
3.744,0.60913086,1.3903809
3.7699997,0.60668945,1.2719727
3.7959998,0.52734375,1.2524414
3.822,0.5114746,1.2512207
3.8479998,0.49194336,1.2341309
3.8739998,0.49194336,1.2316895
